v1_page,v1_nav_status,v1_top_section,v1_title,v1_page_content_summary,v1_key_topics,v1_state,v1_state_flags,v1_state_rationale,v1_state_confidence,recommended_target_type,recommended_v2_tab,recommended_v2_anchor,recommended_v2_group_path,recommended_v2_route,recommended_v2_route_in_docs_json,recommended_v2_target_file_exists,recommended_v2_target_file_path,recommended_new_location,coverage_grade,coverage_rationale,deprecate_or_supersede_recommendation,recommended_action,confidence_score,adjudication_status,notes,seed_row_present,seed_target_match_status,phase1_primary_wp,phase1_wps,phase1_scope,phase1_status,phase1_owner,phase1_notes,phase1_updated_at
v1/orchestrators/guides/configure-reward-calling,in_v1_nav,orchestrators,Reward Calls,"Reward Calls. This guide provides instructions and recommendations on the ways to call reward once you've activated your orchestrator on the Livepeer network. # About Calling Reward By default, an active orchestrator will automatically call reward in each round, submitting an Arbitrum transaction that distributes newly minted LPT rewards to itself and its delegators.",reward|calling|call|orchestrator|lpt|rewards,legacy,,Default legacy classification for v1 content.,0.72,new_page_in_existing_group,GPU Nodes,GPU Nodes,Orchestrator Knowledge Hub,,true,true,v2/orchestrators/about-orchestrators/overview.mdx,GPU Nodes > GPU Nodes > Orchestrator Knowledge Hub,minimally_covered,Best candidate score 0.51 against English IA route v2/orchestrators/about-orchestrators/overview.,no_deprecation_recommended,create_new_page,0.58,needs_manual_review,"Top candidate: v2/orchestrators/about-orchestrators/overview (score 0.51, resolution direct). Adjudication could not raise confidence to threshold.",true,stale,WP-03,WP-03,seed_reconciliation_required,completed,Orchestrators Docs Owner,Seed reconciliation status finalized in register (124/124).,2026-03-02T10:44:38.739Z
v1/orchestrators/guides/connect-to-arbitrum,in_v1_nav,orchestrators,Connect to Arbitrum,Connect to Arbitrum. go-livepeer requires access to the Arbitrum network for typical usage. There are two ways you can connect to the Arbitrum network: via a hosted API service or via your own self-hosted node.,arbitrum|hosted|api|connect|services|network,legacy,,Default legacy classification for v1 content.,0.72,new_page_in_existing_group,GPU Nodes,GPU Nodes,Quickstart ⚡,,true,true,v2/orchestrators/quickstart/overview.mdx,GPU Nodes > GPU Nodes > Quickstart ⚡,not_covered,Best candidate score 0.49 against English IA route v2/orchestrators/quickstart/overview.,review_for_deprecation_or_merge,create_new_page,0.56,needs_manual_review,"Top candidate: v2/orchestrators/quickstart/overview (score 0.49, resolution direct). Adjudication could not raise confidence to threshold.",true,stale,WP-03,WP-03,seed_reconciliation_required,completed,Orchestrators Docs Owner,Seed reconciliation status finalized in register (124/124).,2026-03-02T10:44:38.739Z
v1/orchestrators/guides/dual-mine,in_v1_nav,orchestrators,Dual Mine,"Dual Mine. In this guide, we'll go over how to process video on the Livepeer Network using your GPU while simultaneously mining cryptocurrencies such as Filecoin or Bitcoin using the same GPU. ## Dual ethash mining and transcoding ### Choosing a miner Dual ethash mining and transcoding has been tested on the GPUs in this list and with the following miners: - t-rex - ethminer If you successfully test with other miners, contributions to this document are welcome.",gpu|using|dual|mining|ethash|miner,legacy,,Default legacy classification for v1 content.,0.72,new_page_in_existing_group,GPU Nodes,GPU Nodes,Run an Orchestrator > Orchestrator Setup Guide,,true,true,v2/orchestrators/setting-up-an-orchestrator/overview.mdx,GPU Nodes > GPU Nodes > Run an Orchestrator > Orchestrator Setup Guide,minimally_covered,Best candidate score 0.50 against English IA route v2/orchestrators/setting-up-an-orchestrator/overview.,no_deprecation_recommended,create_new_page,0.57,needs_manual_review,"Top candidate: v2/orchestrators/setting-up-an-orchestrator/overview (score 0.50, resolution direct). Adjudication could not raise confidence to threshold.",true,stale,WP-03,WP-03,seed_reconciliation_required,completed,Orchestrators Docs Owner,Seed reconciliation status finalized in register (124/124).,2026-03-02T10:44:38.739Z
v1/orchestrators/guides/gateway-introspection,in_v1_nav,orchestrators,Gateway Introspection,Gateway Introspection. We launched a public API to enable Gateway introspection. Users of the API will be able to review the activity inside the Livepeer Gateway nodes and understand the selection algorithms used to assign work to Orchestrator nodes.,gateway|introspection|api|will|logs|orchestrators,legacy,,Default legacy classification for v1 content.,0.72,new_page_in_existing_group,GPU Nodes,GPU Nodes,Orchestrator Knowledge Hub,,true,true,v2/orchestrators/about-orchestrators/overview.mdx,GPU Nodes > GPU Nodes > Orchestrator Knowledge Hub,minimally_covered,Best candidate score 0.53 against English IA route v2/orchestrators/about-orchestrators/overview.,no_deprecation_recommended,create_new_page,0.6,needs_manual_review,"Top candidate: v2/orchestrators/about-orchestrators/overview (score 0.53, resolution direct). Adjudication could not raise confidence to threshold.",true,stale,WP-03,WP-03,seed_reconciliation_required,completed,Orchestrators Docs Owner,Seed reconciliation status finalized in register (124/124).,2026-03-02T10:44:38.739Z
v1/orchestrators/guides/get-started,in_v1_nav,orchestrators,Get started,"Get started. This guide provides instructions on how to run an orchestrator using the Go Livepeer client. In order to use Go Livepeer, the software must first be installed.",go|instructions|installed|get|started|guide,legacy,,Default legacy classification for v1 content.,0.72,new_page_in_existing_group,GPU Nodes,GPU Nodes,Run an Orchestrator > Orchestrator Setup Guide,,true,true,v2/orchestrators/setting-up-an-orchestrator/overview.mdx,GPU Nodes > GPU Nodes > Run an Orchestrator > Orchestrator Setup Guide,minimally_covered,Best candidate score 0.57 against English IA route v2/orchestrators/setting-up-an-orchestrator/overview.,no_deprecation_recommended,create_new_page,0.64,needs_manual_review,"Top candidate: v2/orchestrators/setting-up-an-orchestrator/overview (score 0.57, resolution direct). Adjudication could not raise confidence to threshold.",true,stale,WP-03,WP-03,seed_reconciliation_required,completed,Orchestrators Docs Owner,Seed reconciliation status finalized in register (124/124).,2026-03-02T10:44:38.739Z
v1/orchestrators/guides/install-go-livepeer,in_v1_nav,orchestrators,Install Go Livepeer,Install Go Livepeer. Learn how to install go-livepeer and become an orchestrator,install|go|binary|using|release|linux,legacy,,Default legacy classification for v1 content.,0.72,new_page_in_existing_group,GPU Nodes,GPU Nodes,Orchestrator Tools & Resources,,true,true,v2/orchestrators/orchestrator-tools-and-resources/orchestrator-guides.mdx,GPU Nodes > GPU Nodes > Orchestrator Tools & Resources,minimally_covered,Best candidate score 0.55 against English IA route v2/orchestrators/orchestrator-tools-and-resources/orchestrator-guides.,no_deprecation_recommended,create_new_page,0.62,needs_manual_review,"Top candidate: v2/orchestrators/orchestrator-tools-and-resources/orchestrator-guides (score 0.55, resolution direct). Adjudication could not raise confidence to threshold.",true,stale,WP-03,WP-03,seed_reconciliation_required,completed,Orchestrators Docs Owner,Seed reconciliation status finalized in register (124/124).,2026-03-02T10:44:38.739Z
v1/orchestrators/guides/migrate-from-contract-wallet,in_v1_nav,orchestrators,Migrate Stake from Contract,"Migrate Stake from Contract. This guide provides instructions for Livepeer participants using a contract wallet (i.e., multisig) to stake on L1 (Ethereum Mainnet), to migrate this stake to L2 (Arbitrum Mainnet) as per the Livepeer Confluence upgrade. This guide is designed to be used in conjunction with the Livepeer Explorer L2 Contract Wallet Migration Tools to support migrating to Arbitrum: - Orchestrators - Migrate stake and fees - Gateways - Migrate your deposit and reserve - Delegators - Migrate undelegated stake The migration process will transfer ownership of funds (i.e., stake) owned by your L1 address to the L2 address.",l2|wallet|stake|address|migrate|contract,legacy,,Default legacy classification for v1 content.,0.72,new_page_in_existing_group,GPU Nodes,GPU Nodes,Run an Orchestrator > Orchestrator Setup Guide,,true,true,v2/orchestrators/setting-up-an-orchestrator/overview.mdx,GPU Nodes > GPU Nodes > Run an Orchestrator > Orchestrator Setup Guide,not_covered,Best candidate score 0.49 against English IA route v2/orchestrators/setting-up-an-orchestrator/overview.,review_for_deprecation_or_merge,create_new_page,0.56,needs_manual_review,"Top candidate: v2/orchestrators/setting-up-an-orchestrator/overview (score 0.49, resolution direct). Adjudication could not raise confidence to threshold.",true,stale,WP-03,WP-03,seed_reconciliation_required,completed,Orchestrators Docs Owner,Seed reconciliation status finalized in register (124/124).,2026-03-02T10:44:38.739Z
v1/orchestrators/guides/migrate-to-arbitrum,in_v1_nav,orchestrators,Migrate to Arbitrum,"Migrate to Arbitrum. This guide provides instructions for the one-time migration from the L1 Ethereum Mainnet to the L2 Arbitrum Mainnet, as per the Livepeer Confluence upgrade. This guide is designed for node operators who have not yet upgraded to a Livepeer version >=0.5.28, connecting to Arbitrum Mainnet after the LIP-73 block.",migrate|arbitrum|mainnet|have|can|guide,legacy,,Default legacy classification for v1 content.,0.72,new_page_in_existing_group,GPU Nodes,GPU Nodes,Run an Orchestrator > Orchestrator Setup Guide,,true,true,v2/orchestrators/setting-up-an-orchestrator/overview.mdx,GPU Nodes > GPU Nodes > Run an Orchestrator > Orchestrator Setup Guide,not_covered,Best candidate score 0.50 against English IA route v2/orchestrators/setting-up-an-orchestrator/overview.,review_for_deprecation_or_merge,create_new_page,0.57,needs_manual_review,"Top candidate: v2/orchestrators/setting-up-an-orchestrator/overview (score 0.50, resolution direct). Adjudication could not raise confidence to threshold.",true,stale,WP-03,WP-03,seed_reconciliation_required,completed,Orchestrators Docs Owner,Seed reconciliation status finalized in register (124/124).,2026-03-02T10:44:38.739Z
v1/orchestrators/guides/monitor-metrics,in_v1_nav,orchestrators,Monitor Metrics,Monitor Metrics. This guide provides instructions on configuring metrics monitoring for orchestrators that have been activated on the Livepeer network. - Enable Metrics Monitoring - Monitor with visualizations - Prometheus - Grafana - Monitor with Docker You can refer to Prometheus Metrics to check what metrics are exposed.,metrics|monitoring|monitor|prometheus|grafana|can,legacy,,Default legacy classification for v1 content.,0.72,new_page_in_existing_group,GPU Nodes,GPU Nodes,Run an Orchestrator > Orchestrator Setup Guide,,true,true,v2/orchestrators/setting-up-an-orchestrator/overview.mdx,GPU Nodes > GPU Nodes > Run an Orchestrator > Orchestrator Setup Guide,minimally_covered,Best candidate score 0.51 against English IA route v2/orchestrators/setting-up-an-orchestrator/overview.,no_deprecation_recommended,create_new_page,0.58,needs_manual_review,"Top candidate: v2/orchestrators/setting-up-an-orchestrator/overview (score 0.51, resolution direct). Adjudication could not raise confidence to threshold.",true,stale,WP-03,WP-03,seed_reconciliation_required,completed,Orchestrators Docs Owner,Seed reconciliation status finalized in register (124/124).,2026-03-02T10:44:38.739Z
v1/orchestrators/guides/o-t-split,in_v1_nav,orchestrators,Connect to Transcoders,Connect to Transcoders. In this guide we'll go over how to connect multiple transcoding processes to a single orchestrator. ## Run a standalone orchestrator - -orchSecret is used to specify a secret that transcoders can use to connect with the orchestrator.,orchestrator|connect|transcoders|run|secret|can,legacy,,Default legacy classification for v1 content.,0.72,new_page_in_existing_group,GPU Nodes,GPU Nodes,Run an Orchestrator > Orchestrator Setup Guide,,true,true,v2/orchestrators/setting-up-an-orchestrator/overview.mdx,GPU Nodes > GPU Nodes > Run an Orchestrator > Orchestrator Setup Guide,minimally_covered,Best candidate score 0.55 against English IA route v2/orchestrators/setting-up-an-orchestrator/overview.,no_deprecation_recommended,create_new_page,0.62,needs_manual_review,"Top candidate: v2/orchestrators/setting-up-an-orchestrator/overview (score 0.55, resolution direct). Adjudication could not raise confidence to threshold.",true,stale,WP-03,WP-03,seed_reconciliation_required,completed,Orchestrators Docs Owner,Seed reconciliation status finalized in register (124/124).,2026-03-02T10:44:38.739Z
v1/orchestrators/guides/set-pricing,in_v1_nav,orchestrators,Set Pricing,"Set Pricing. In this guide we'll go over how to set and configure pricing to charge for transcoding advertised to gateways off-chain. # Setting WEI Price ## Choose a Price To charge for transcoding orchestrators set a price per pixel denominated in Wei (1 ETH = 1e18 Wei), advertised to gateways off-chain.",price|set|orchestrators|pricing|advertised|wei,legacy,,Default legacy classification for v1 content.,0.72,new_page_in_existing_group,GPU Nodes,GPU Nodes,Run an Orchestrator > Orchestrator Setup Guide,,true,true,v2/orchestrators/setting-up-an-orchestrator/overview.mdx,GPU Nodes > GPU Nodes > Run an Orchestrator > Orchestrator Setup Guide,minimally_covered,Best candidate score 0.52 against English IA route v2/orchestrators/setting-up-an-orchestrator/overview.,no_deprecation_recommended,create_new_page,0.59,needs_manual_review,"Top candidate: v2/orchestrators/setting-up-an-orchestrator/overview (score 0.52, resolution direct). Adjudication could not raise confidence to threshold.",true,stale,WP-03,WP-03,seed_reconciliation_required,completed,Orchestrators Docs Owner,Seed reconciliation status finalized in register (124/124).,2026-03-02T10:44:38.739Z
